"State","Year","Variable","Value"
"Virginia","2010","Total employment","62.8"
"Virginia","2011","Total employment","63.0"
"Virginia","2012","Total employment","62.7"
"Virginia","2013","Total employment","62.5"
"Virginia","2014","Total employment","62.5"
"Virginia","2015","Total employment","61.9"
"Virginia","2016","Total employment","62.2"
"Washington","1990","Total employment","65.1"
"Washington","1991","Total employment","63.4"
"Washington","1992","Total employment","63.3"
"Washington","1993","Total employment","63.1"
"Washington","1994","Total employment","63.4"
"Washington","1995","Total employment","63.9"
"Washington","1996","Total employment","64.6"
"Washington","1997","Total employment","66.4"
"Washington","1998","Total employment","66.8"
"Washington","1999","Total employment","66.6"
"Washington","2000","Total employment","65.0"
"Washington","2001","Total employment","62.8"
"Washington","2002","Total employment","62.0"
"Washington","2003","Total employment","62.1"
"Washington","2004","Total employment","63.3"
"Washington","2005","Total employment","64.0"
"Washington","2006","Total employment","64.2"
"Washington","2007","Total employment","64.8"
"Washington","2008","Total employment","64.7"
"Washington","2009","Total employment","62.1"
"Washington","2010","Total employment","60.3"
"Washington","2011","Total employment","59.2"
"Washington","2012","Total employment","59.3"
"Washington","2013","Total employment","59.1"
"Washington","2014","Total employment","59.3"
"Washington","2015","Total employment","59.6"
"Washington","2016","Total employment","60.2"
"West Virginia","1990","Total employment","49.9"
"West Virginia","1991","Total employment","49.3"
"West Virginia","1992","Total employment","48.8"
"West Virginia","1993","Total employment","48.9"
"West Virginia","1994","Total employment","49.8"
"West Virginia","1995","Total employment","50.4"
"West Virginia","1996","Total employment","51.2"
"West Virginia","1997","Total employment","51.6"
"West Virginia","1998","Total employment","51.8"
"West Virginia","1999","Total employment","52.5"
"West Virginia","2000","Total employment","53.5"
"West Virginia","2001","Total employment","53.9"
"West Virginia","2002","Total employment","52.7"
"West Virginia","2003","Total employment","51.6"
"West Virginia","2004","Total employment","51.8"
"West Virginia","2005","Total employment","52.3"
"West Virginia","2006","Total employment","53.2"
"West Virginia","2007","Total employment","53.6"
"West Virginia","2008","Total employment","53.7"
"West Virginia","2009","Total employment","51.7"
"West Virginia","2010","Total employment","50.2"
"West Virginia","2011","Total employment","50.0"
"West Virginia","2012","Total employment","50.3"
"West Virginia","2013","Total employment","50.1"
"West Virginia","2014","Total employment","49.7"
"West Virginia","2015","Total employment","49.4"
"West Virginia","2016","Total employment","50.0"
"Wisconsin","1990","Total employment","67.4"
"Wisconsin","1991","Total employment","66.6"
"Wisconsin","1992","Total employment","67.7"
"Wisconsin","1993","Total employment","68.7"
"Wisconsin","1994","Total employment","70.0"
"Wisconsin","1995","Total employment","71.0"
"Wisconsin","1996","Total employment","71.5"
"Wisconsin","1997","Total employment","71.8"
"Wisconsin","1998","Total employment","71.5"
"Wisconsin","1999","Total employment","70.5"
"Wisconsin","2000","Total employment","70.2"
"Wisconsin","2001","Total employment","69.7"
"Wisconsin","2002","Total employment","68.6"
"Wisconsin","2003","Total employment","68.4"
"Wisconsin","2004","Total employment","67.9"
"Wisconsin","2005","Total employment","67.2"
"Wisconsin","2006","Total employment","67.4"
"Wisconsin","2007","Total employment","67.4"
"Wisconsin","2008","Total employment","67.0"
"Wisconsin","2009","Total employment","64.2"
"Wisconsin","2010","Total employment","63.4"
"Wisconsin","2011","Total employment","63.7"
"Wisconsin","2012","Total employment","63.7"
"Wisconsin","2013","Total employment","63.7"
"Wisconsin","2014","Total employment","64.4"
"Wisconsin","2015","Total employment","64.9"
"Wisconsin","2016","Total employment","65.4"
"Wyoming","1990","Total employment","67.8"
"Wyoming","1991","Total employment","67.0"
"Wyoming","1992","Total employment","66.4"
"Wyoming","1993","Total employment","66.4"
"Wyoming","1994","Total employment","67.5"
"Wyoming","1995","Total employment","67.8"
"Wyoming","1996","Total employment","67.0"
"Wyoming","1997","Total employment","66.1"
"Wyoming","1998","Total employment","66.9"
"Wyoming","1999","Total employment","67.7"
"Wyoming","2000","Total employment","68.8"
"Wyoming","2001","Total employment","69.1"
"Wyoming","2002","Total employment","68.2"
"Wyoming","2003","Total employment","68.5"
"Wyoming","2004","Total employment","68.4"
"Wyoming","2005","Total employment","68.4"
"Wyoming","2006","Total employment","68.8"
"Wyoming","2007","Total employment","69.0"
"Wyoming","2008","Total employment","69.2"
"Wyoming","2009","Total employment","67.2"
"Wyoming","2010","Total employment","65.8"
"Wyoming","2011","Total employment","66.1"
"Wyoming","2012","Total employment","65.5"
"Wyoming","2013","Total employment","65.0"
"Wyoming","2014","Total employment","65.2"
"Wyoming","2015","Total employment","64.7"
"Wyoming","2016","Total employment","63.5"
"Los Angeles County","1990","Total employment","62.7"
"Los Angeles County","1991","Total employment","61.1"
"Los Angeles County","1992","Total employment","59.2"
"Los Angeles County","1993","Total employment","57.8"
"Los Angeles County","1994","Total employment","57.9"
"Los Angeles County","1995","Total employment","58.9"
"Los Angeles County","1996","Total employment","59.3"
"Los Angeles County","1997","Total employment","60.9"
"Los Angeles County","1998","Total employment","61.8"
"Los Angeles County","1999","Total employment","62.0"
"Los Angeles County","2000","Total employment","62.7"
"Los Angeles County","2001","Total employment","62.6"
"Los Angeles County","2002","Total employment","61.4"
"Los Angeles County","2003","Total employment","60.5"
"Los Angeles County","2004","Total employment","60.6"
"Los Angeles County","2005","Total employment","61.4"
"Los Angeles County","2006","Total employment","62.1"
"Los Angeles County","2007","Total employment","62.4"
"Los Angeles County","2008","Total employment","61.1"
"Los Angeles County","2009","Total employment","57.7"
"Los Angeles County","2010","Total employment","56.3"
"Los Angeles County","2011","Total employment","55.9"
"Los Angeles County","2012","Total employment","55.9"
"Los Angeles County","2013","Total employment","56.7"
"Los Angeles County","2014","Total employment","57.6"
"Los Angeles County","2015","Total employment","58.1"
"Los Angeles County","2016","Total employment","59.1"
"New York city","1990","Total employment","53.0"
"New York city","1991","Total employment","51.0"
"New York city","1992","Total employment","50.2"
"New York city","1993","Total employment","50.2"
"New York city","1994","Total employment","50.7"
"New York city","1995","Total employment","51.0"
"New York city","1996","Total employment","51.7"
"New York city","1997","Total employment","52.8"
"New York city","1998","Total employment","53.9"
"New York city","1999","Total employment","54.8"
"New York city","2000","Total employment","55.7"
"New York city","2001","Total employment","55.4"
"New York city","2002","Total employment","54.2"
"New York city","2003","Total employment","53.4"
"New York city","2004","Total employment","54.6"
"New York city","2005","Total employment","55.8"
"New York city","2006","Total employment","56.1"
"New York city","2007","Total employment","56.1"
"New York city","2008","Total employment","56.4"
"New York city","2009","Total employment","54.3"
"New York city","2010","Total employment","54.3"
"New York city","2011","Total employment","54.3"
"New York city","2012","Total employment","54.4"
"New York city","2013","Total employment","54.8"
"New York city","2014","Total employment","55.9"
"New York city","2015","Total employment","56.8"
"New York city","2016","Total employment","57.2"
"Alabama","1990","Unemployment","6.8"
"Alabama","1991","Unemployment","7.3"
"Alabama","1992","Unemployment","7.6"
"Alabama","1993","Unemployment","7.3"
"Alabama","1994","Unemployment","6.2"
"Alabama","1995","Unemployment","6"
"Alabama","1996","Unemployment","5.2"
"Alabama","1997","Unemployment","5"
"Alabama","1998","Unemployment","4.4"
"Alabama","1999","Unemployment","4.7"
"Alabama","2000","Unemployment","4.6"
"Alabama","2001","Unemployment","5.1"
"Alabama","2002","Unemployment","5.9"
"Alabama","2003","Unemployment","6"
"Alabama","2004","Unemployment","5.7"
"Alabama","2005","Unemployment","4.5"
"Alabama","2006","Unemployment","4"
"Alabama","2007","Unemployment","4"
"Alabama","2008","Unemployment","5.7"
"Alabama","2009","Unemployment","11"
"Alabama","2010","Unemployment","10.5"
"Alabama","2011","Unemployment","9.6"
"Alabama","2012","Unemployment","8"
"Alabama","2013","Unemployment","7.2"
"Alabama","2014","Unemployment","6.8"
"Alabama","2015","Unemployment","6.1"
"Alabama","2016","Unemployment","6"
"Alaska","1990","Unemployment","7.2"
"Alaska","1991","Unemployment","8.5"
"Alaska","1992","Unemployment","8.9"
"Alaska","1993","Unemployment","7.7"
"Alaska","1994","Unemployment","7.6"
"Alaska","1995","Unemployment","7.3"
"Alaska","1996","Unemployment","7.6"
"Alaska","1997","Unemployment","7.1"
"Alaska","1998","Unemployment","6.3"
"Alaska","1999","Unemployment","6.5"
"Alaska","2000","Unemployment","6.4"
"Alaska","2001","Unemployment","6.4"
"Alaska","2002","Unemployment","7.3"
"Alaska","2003","Unemployment","7.8"
"Alaska","2004","Unemployment","7.5"
"Alaska","2005","Unemployment","6.9"
"Alaska","2006","Unemployment","6.6"
"Alaska","2007","Unemployment","6.3"
"Alaska","2008","Unemployment","6.7"
"Alaska","2009","Unemployment","7.7"
"Alaska","2010","Unemployment","7.9"
"Alaska","2011","Unemployment","7.6"
"Alaska","2012","Unemployment","7.1"
"Alaska","2013","Unemployment","6.9"
"Alaska","2014","Unemployment","6.8"
"Alaska","2015","Unemployment","6.4"
"Alaska","2016","Unemployment","6.6"
"Arizona","1990","Unemployment","5.3"
"Arizona","1991","Unemployment","5.9"
"Arizona","1992","Unemployment","7.5"
"Arizona","1993","Unemployment","6.4"
"Arizona","1994","Unemployment","6.1"
"Arizona","1995","Unemployment","5.3"
"Arizona","1996","Unemployment","5.6"
"Arizona","1997","Unemployment","4.6"
"Arizona","1998","Unemployment","4.3"
"Arizona","1999","Unemployment","4.4"
"Arizona","2000","Unemployment","4"
"Arizona","2001","Unemployment","4.8"
"Arizona","2002","Unemployment","6.1"
"Arizona","2003","Unemployment","5.7"
"Arizona","2004","Unemployment","5"
"Arizona","2005","Unemployment","4.7"
"Arizona","2006","Unemployment","4.2"
"Arizona","2007","Unemployment","3.9"
"Arizona","2008","Unemployment","6.2"
"Arizona","2009","Unemployment","9.9"
"Arizona","2010","Unemployment","10.4"
"Arizona","2011","Unemployment","9.5"
"Arizona","2012","Unemployment","8.3"
"Arizona","2013","Unemployment","7.7"
"Arizona","2014","Unemployment","6.8"
"Arizona","2015","Unemployment","6"
"Arizona","2016","Unemployment","5.3"
"Arkansas","1990","Unemployment","6.9"
"Arkansas","1991","Unemployment","7.4"
"Arkansas","1992","Unemployment","7.1"
"Arkansas","1993","Unemployment","6.1"
"Arkansas","1994","Unemployment","5.4"
"Arkansas","1995","Unemployment","4.8"
"Arkansas","1996","Unemployment","5.3"
"Arkansas","1997","Unemployment","5.2"
"Arkansas","1998","Unemployment","5.2"
"Arkansas","1999","Unemployment","4.6"
"Arkansas","2000","Unemployment","4.3"
"Arkansas","2001","Unemployment","5"
"Arkansas","2002","Unemployment","5.5"
"Arkansas","2003","Unemployment","5.9"
"Arkansas","2004","Unemployment","5.7"
"Arkansas","2005","Unemployment","5.2"
"Arkansas","2006","Unemployment","5.2"
"Arkansas","2007","Unemployment","5.3"
"Arkansas","2008","Unemployment","5.5"
"Arkansas","2009","Unemployment","7.8"
"Arkansas","2010","Unemployment","8.2"
"Arkansas","2011","Unemployment","8.3"
"Arkansas","2012","Unemployment","7.6"
"Arkansas","2013","Unemployment","7.3"
"Arkansas","2014","Unemployment","6.1"
"Arkansas","2015","Unemployment","5.1"
"Arkansas","2016","Unemployment","4"
"California","1990","Unemployment","5.8"
"California","1991","Unemployment","7.7"
"California","1992","Unemployment","9.3"
"California","1993","Unemployment","9.5"
"California","1994","Unemployment","8.6"
"California","1995","Unemployment","7.9"
"California","1996","Unemployment","7.3"
"California","1997","Unemployment","6.4"
"California","1998","Unemployment","5.9"
"California","1999","Unemployment","5.2"
"California","2000","Unemployment","4.9"
"California","2001","Unemployment","5.4"
"California","2002","Unemployment","6.7"
"California","2003","Unemployment","6.8"
"California","2004","Unemployment","6.2"
"California","2005","Unemployment","5.4"
"California","2006","Unemployment","4.9"
"California","2007","Unemployment","5.4"
